,filename,typing_result,touch_location
0,6pm-video-detail-1-clicked_frames_crop/bbox-0599.jpg,typing,onKeyboard
1,6pm-video-detail-1-clicked_frames_crop/bbox-0630.jpg,typing,onKeyboard
2,6pm-video-detail-1-clicked_frames_crop/bbox-0702.jpg,typing,onKeyboard
3,6pm-video-detail-1-clicked_frames_crop/bbox-0730.jpg,typing,onKeyboard
4,6pm-video-detail-2-clicked_frames_crop/bbox-0551.jpg,typing,onKeyboard
5,6pm-video-detail-2-clicked_frames_crop/bbox-0572.jpg,typing,onKeyboard
6,6pm-video-detail-2-clicked_frames_crop/bbox-0591.jpg,typing,onKeyboard
7,6pm-video-detail-2-clicked_frames_crop/bbox-0643.jpg,typing,onKeyboard
8,6pm-video-detail-2-clicked_frames_crop/bbox-0668.jpg,typing,onKeyboard
9,6pm-video-detail-2-clicked_frames_crop/bbox-0693.jpg,typing,onKeyboard
10,6pm-video-detail-2-clicked_frames_crop/bbox-0763.jpg,typing,onKeyboard
11,6pm-video-detail-2-clicked_frames_crop/bbox-0776.jpg,typing,onKeyboard
12,6pm-video-detail-2-clicked_frames_crop/bbox-0789.jpg,typing,onKeyboard
13,6pm-video-detail-2-clicked_frames_crop/bbox-0799.jpg,typing,onKeyboard
14,6pm-video-detail-2-clicked_frames_crop/bbox-0844.jpg,typing,onKeyboard
15,6pm-video-detail-2-clicked_frames_crop/bbox-0863.jpg,typing,onKeyboard
16,6pm-video-detail-2-clicked_frames_crop/bbox-0898.jpg,typing,onKeyboard
17,6pm-video-detail-2-clicked_frames_crop/bbox-0919.jpg,typing,onKeyboard
18,6pm-video-detail-2-clicked_frames_crop/bbox-0935.jpg,typing,onKeyboard
19,6pm-video-detail-2-clicked_frames_crop/bbox-0986.jpg,typing,onKeyboard
20,6pm-video-detail-2-clicked_frames_crop/bbox-1023.jpg,typing,onKeyboard
21,6pm-video-detail-2-clicked_frames_crop/bbox-1075.jpg,typing,onKeyboard
22,6pm-video-detail-2-clicked_frames_crop/bbox-1108.jpg,typing,onKeyboard
23,6pm-video-detail-2-clicked_frames_crop/bbox-1142.jpg,typing,onKeyboard
24,6pm-video-detail-2-clicked_frames_crop/bbox-1156.jpg,typing,onKeyboard
25,6pm-video-detail-2-clicked_frames_crop/bbox-1182.jpg,typing,onKeyboard
26,6pm-video-detail-2-clicked_frames_crop/bbox-1208.jpg,typing,onKeyboard
27,6pm-video-detail-2-clicked_frames_crop/bbox-1293.jpg,typing,onKeyboard
28,6pm-video-detail-2-clicked_frames_crop/bbox-1334.jpg,typing,onKeyboard
29,6pm-video-detail-2-clicked_frames_crop/bbox-1359.jpg,typing,onKeyboard
30,6pm-video-detail-2-clicked_frames_crop/bbox-1386.jpg,typing,onKeyboard
31,6pm-video-detail-2-clicked_frames_crop/bbox-1472.jpg,typing,onKeyboard
32,6pm-video-detail-2-clicked_frames_crop/bbox-1519.jpg,typing,onKeyboard
33,6pm-video-detail-2-clicked_frames_crop/bbox-1542.jpg,typing,onKeyboard
34,6pm-video-detail-2-clicked_frames_crop/bbox-1565.jpg,typing,onKeyboard
35,6pm-video-detail-2-clicked_frames_crop/bbox-1586.jpg,typing,onKeyboard
36,6pm-video-detail-2-clicked_frames_crop/bbox-1611.jpg,typing,onKeyboard
37,6pm-video-detail-2-clicked_frames_crop/bbox-1631.jpg,typing,onKeyboard
38,6pm-video-detail-2-clicked_frames_crop/bbox-1651.jpg,typing,onKeyboard
39,6pm-video-detail-2-clicked_frames_crop/bbox-1673.jpg,typing,onKeyboard
40,6pm-video-detail-2-clicked_frames_crop/bbox-1698.jpg,typing,onKeyboard
41,6pm-video-detail-2-clicked_frames_crop/bbox-1720.jpg,typing,onKeyboard
42,6pm-video-detail-2-clicked_frames_crop/bbox-1789.jpg,typing,out
43,6pm-video-detail-2-clicked_frames_crop/bbox-1837.jpg,typing,onKeyboard
44,6pm-video-detail-2-clicked_frames_crop/bbox-1873.jpg,typing,onKeyboard
45,6pm-video-detail-2-clicked_frames_crop/bbox-1890.jpg,typing,onKeyboard
46,6pm-video-detail-2-clicked_frames_crop/bbox-1910.jpg,typing,onKeyboard
47,6pm-video-detail-2-clicked_frames_crop/bbox-1934.jpg,typing,onKeyboard
48,6pm-video-detail-2-clicked_frames_crop/bbox-1963.jpg,typing,onKeyboard
49,6pm-video-detail-2-clicked_frames_crop/bbox-1986.jpg,typing,onKeyboard
50,6pm-video-detail-2-clicked_frames_crop/bbox-2007.jpg,typing,onKeyboard
51,6pm-video-detail-2-clicked_frames_crop/bbox-2032.jpg,typing,out
52,6pm-video-detail-2-clicked_frames_crop/bbox-2108.jpg,typing,out
53,6pm-video-detail-2-clicked_frames_crop/bbox-2575.jpg,typing,onKeyboard
54,6pm-video-detail-2-clicked_frames_crop/bbox-2595.jpg,typing,onKeyboard
55,6pm-video-detail-2-clicked_frames_crop/bbox-2619.jpg,typing,onKeyboard
56,6pm-video-detail-2-clicked_frames_crop/bbox-2640.jpg,typing,onKeyboard
57,6pm-video-detail-2-clicked_frames_crop/bbox-2657.jpg,typing,onKeyboard
58,6pm-video-detail-2-clicked_frames_crop/bbox-2679.jpg,typing,onKeyboard
59,6pm-video-detail-2-clicked_frames_crop/bbox-2695.jpg,typing,onKeyboard
60,6pm-video-detail-2-clicked_frames_crop/bbox-2721.jpg,typing,onKeyboard
61,6pm-video-detail-2-clicked_frames_crop/bbox-2769.jpg,typing,onKeyboard
62,6pm-video-detail-3-clicked_frames_crop/bbox-0518.jpg,typing,onKeyboard
63,6pm-video-detail-3-clicked_frames_crop/bbox-0541.jpg,typing,onKeyboard
64,6pm-video-detail-3-clicked_frames_crop/bbox-0562.jpg,typing,onKeyboard
65,6pm-video-detail-3-clicked_frames_crop/bbox-0593.jpg,typing,onKeyboard
66,6pm-video-detail-3-clicked_frames_crop/bbox-0619.jpg,typing,onKeyboard
67,6pm-video-detail-3-clicked_frames_crop/bbox-0638.jpg,typing,onKeyboard
68,6pm-video-detail-3-clicked_frames_crop/bbox-0654.jpg,typing,onKeyboard
69,6pm-video-detail-3-clicked_frames_crop/bbox-0679.jpg,typing,onKeyboard
70,6pm-video-detail-3-clicked_frames_crop/bbox-0705.jpg,typing,onKeyboard
71,6pm-video-detail-3-clicked_frames_crop/bbox-0732.jpg,typing,onKeyboard
72,6pm-video-detail-3-clicked_frames_crop/bbox-0755.jpg,typing,onKeyboard
73,6pm-video-detail-3-clicked_frames_crop/bbox-0775.jpg,typing,onKeyboard
74,6pm-video-detail-3-clicked_frames_crop/bbox-0791.jpg,typing,onKeyboard
75,6pm-video-detail-3-clicked_frames_crop/bbox-0822.jpg,typing,onKeyboard
76,6pm-video-detail-3-clicked_frames_crop/bbox-0862.jpg,typing,onKeyboard
77,6pm-video-detail-3-clicked_frames_crop/bbox-0882.jpg,typing,onKeyboard
78,6pm-video-detail-3-clicked_frames_crop/bbox-0906.jpg,typing,onKeyboard
79,6pm-video-detail-3-clicked_frames_crop/bbox-0930.jpg,typing,onKeyboard
80,6pm-video-detail-3-clicked_frames_crop/bbox-0957.jpg,typing,onKeyboard
81,6pm-video-detail-3-clicked_frames_crop/bbox-0983.jpg,typing,onKeyboard
82,6pm-video-detail-3-clicked_frames_crop/bbox-1004.jpg,typing,onKeyboard
83,6pm-video-detail-3-clicked_frames_crop/bbox-1025.jpg,typing,onKeyboard
84,6pm-video-detail-3-clicked_frames_crop/bbox-1049.jpg,typing,onKeyboard
85,6pm-video-detail-3-clicked_frames_crop/bbox-1090.jpg,typing,onKeyboard
86,6pm-video-detail-3-clicked_frames_crop/bbox-1120.jpg,typing,onKeyboard
87,6pm-video-detail-3-clicked_frames_crop/bbox-1140.jpg,typing,onKeyboard
88,6pm-video-detail-3-clicked_frames_crop/bbox-1165.jpg,typing,onKeyboard
89,6pm-video-detail-3-clicked_frames_crop/bbox-1192.jpg,typing,onKeyboard
90,6pm-video-detail-3-clicked_frames_crop/bbox-1250.jpg,typing,onKeyboard
91,6pm-video-detail-3-clicked_frames_crop/bbox-1270.jpg,typing,out
92,6pm-video-detail-3-clicked_frames_crop/bbox-1326.jpg,typing,onKeyboard
93,6pm-video-detail-3-clicked_frames_crop/bbox-1342.jpg,typing,onKeyboard
94,6pm-video-detail-3-clicked_frames_crop/bbox-1358.jpg,typing,onKeyboard
95,6pm-video-detail-3-clicked_frames_crop/bbox-1376.jpg,typing,onKeyboard
96,6pm-video-detail-3-clicked_frames_crop/bbox-1432.jpg,typing,onKeyboard
97,6pm-video-detail-3-clicked_frames_crop/bbox-1456.jpg,typing,onKeyboard
98,6pm-video-detail-3-clicked_frames_crop/bbox-1470.jpg,typing,onKeyboard
99,6pm-video-detail-3-clicked_frames_crop/bbox-1537.jpg,typing,out
100,6pm-video-detail-3-clicked_frames_crop/bbox-1640.jpg,typing,out
101,abc-detail-2-clicked_frames_crop/bbox-0392.jpg,typing,onKeyboard
102,abc-detail-2-clicked_frames_crop/bbox-0435.jpg,typing,onKeyboard
103,abc-detail-2-clicked_frames_crop/bbox-0479.jpg,typing,onKeyboard
104,abc-detail-2-clicked_frames_crop/bbox-0526.jpg,typing,onKeyboard
105,abc-detail-2-clicked_frames_crop/bbox-0566.jpg,typing,onKeyboard
106,aliexpress-details-1-clicked_frames_crop/bbox-0241.jpg,typing,out
107,aliexpress-details-2-clicked_frames_crop/bbox-0225.jpg,typing,out
108,ebay-detail-1-clicked_frames_crop/bbox-0236.jpg,typing,onKeyboard
109,ebay-detail-1-clicked_frames_crop/bbox-0341.jpg,typing,onKeyboard
110,ebay-detail-1-clicked_frames_crop/bbox-0382.jpg,typing,onKeyboard
111,ebay-detail-1-clicked_frames_crop/bbox-0413.jpg,typing,onKeyboard
112,ebay-detail-1-clicked_frames_crop/bbox-0479.jpg,typing,onKeyboard
113,ebay-detail-1-clicked_frames_crop/bbox-0514.jpg,typing,onKeyboard
114,ebay-detail-1-clicked_frames_crop/bbox-0540.jpg,typing,onKeyboard
115,ebay-detail-1-clicked_frames_crop/bbox-0563.jpg,typing,onKeyboard
116,ebay-detail-1-clicked_frames_crop/bbox-0607.jpg,typing,onKeyboard
117,ebay-detail-1-clicked_frames_crop/bbox-0630.jpg,typing,onKeyboard
118,ebay-detail-1-clicked_frames_crop/bbox-0653.jpg,typing,onKeyboard
119,ebay-detail-1-clicked_frames_crop/bbox-0683.jpg,typing,onKeyboard
120,ebay-detail-1-clicked_frames_crop/bbox-0755.jpg,typing,onKeyboard
121,ebay-detail-2-clicked_frames_crop/bbox-0161.jpg,typing,onKeyboard
122,ebay-detail-2-clicked_frames_crop/bbox-0184.jpg,typing,onKeyboard
123,ebay-detail-2-clicked_frames_crop/bbox-0215.jpg,typing,onKeyboard
124,ebay-detail-2-clicked_frames_crop/bbox-0238.jpg,typing,onKeyboard
125,ebay-detail-2-clicked_frames_crop/bbox-0268.jpg,typing,onKeyboard
126,ebay-detail-2-clicked_frames_crop/bbox-0347.jpg,typing,onKeyboard
127,ebay-detail-2-clicked_frames_crop/bbox-0395.jpg,typing,onKeyboard
128,ebay-detail-2-clicked_frames_crop/bbox-0527.jpg,typing,out
129,ebay-details-2-clicked_frames_crop/bbox-0640.jpg,typing,onKeyboard
