,filename,typing_result,touch_location
0,6pm-category-4-clicked_frames_crop/bbox-0760.jpg,typing,onKeyboard
1,6pm-category-4-clicked_frames_crop/bbox-0774.jpg,typing,onKeyboard
2,6pm-category-4-clicked_frames_crop/bbox-0788.jpg,typing,onKeyboard
3,6pm-category-4-clicked_frames_crop/bbox-0808.jpg,typing,onKeyboard
4,6pm-category-4-clicked_frames_crop/bbox-0838.jpg,typing,onKeyboard
5,6pm-category-4-clicked_frames_crop/bbox-0860.jpg,typing,onKeyboard
6,6pm-category-4-clicked_frames_crop/bbox-0873.jpg,typing,onKeyboard
7,6pm-category-4-clicked_frames_crop/bbox-0907.jpg,typing,onKeyboard
8,6pm-category-4-clicked_frames_crop/bbox-0925.jpg,typing,onKeyboard
9,6pm-category-4-clicked_frames_crop/bbox-0954.jpg,typing,onKeyboard
10,6pm-category-4-clicked_frames_crop/bbox-0974.jpg,typing,onKeyboard
11,6pm-category-4-clicked_frames_crop/bbox-0991.jpg,typing,onKeyboard
12,6pm-category-4-clicked_frames_crop/bbox-1005.jpg,typing,onKeyboard
13,6pm-category-4-clicked_frames_crop/bbox-1037.jpg,typing,onKeyboard
14,6pm-category-4-clicked_frames_crop/bbox-1066.jpg,typing,onKeyboard
15,6pm-category-4-clicked_frames_crop/bbox-1086.jpg,typing,onKeyboard
16,6pm-category-4-clicked_frames_crop/bbox-1106.jpg,typing,onKeyboard
17,6pm-category-4-clicked_frames_crop/bbox-1130.jpg,typing,onKeyboard
18,6pm-category-4-clicked_frames_crop/bbox-1168.jpg,typing,onKeyboard
19,6pm-category-4-clicked_frames_crop/bbox-1209.jpg,typing,onKeyboard
20,6pm-category-4-clicked_frames_crop/bbox-1228.jpg,typing,onKeyboard
21,6pm-category-4-clicked_frames_crop/bbox-1249.jpg,typing,onKeyboard
22,6pm-category-4-clicked_frames_crop/bbox-1267.jpg,typing,onKeyboard
23,6pm-category-4-clicked_frames_crop/bbox-1290.jpg,typing,onKeyboard
24,6pm-category-4-clicked_frames_crop/bbox-1318.jpg,typing,onKeyboard
25,6pm-category-4-clicked_frames_crop/bbox-1334.jpg,typing,onKeyboard
26,6pm-category-4-clicked_frames_crop/bbox-1356.jpg,typing,onKeyboard
27,6pm-category-4-clicked_frames_crop/bbox-1378.jpg,typing,onKeyboard
28,6pm-category-4-clicked_frames_crop/bbox-1402.jpg,typing,onKeyboard
29,6pm-category-4-clicked_frames_crop/bbox-1423.jpg,typing,onKeyboard
30,6pm-category-4-clicked_frames_crop/bbox-1470.jpg,typing,out
31,6pm-category-4-clicked_frames_crop/bbox-1500.jpg,typing,onKeyboard
32,6pm-category-4-clicked_frames_crop/bbox-1520.jpg,typing,onKeyboard
33,6pm-category-4-clicked_frames_crop/bbox-1531.jpg,typing,onKeyboard
34,6pm-category-4-clicked_frames_crop/bbox-1566.jpg,typing,onKeyboard
35,6pm-category-4-clicked_frames_crop/bbox-1581.jpg,typing,onKeyboard
36,6pm-category-4-clicked_frames_crop/bbox-1597.jpg,typing,onKeyboard
37,6pm-category-4-clicked_frames_crop/bbox-1611.jpg,typing,onKeyboard
38,6pm-category-4-clicked_frames_crop/bbox-1627.jpg,typing,onKeyboard
39,6pm-category-4-clicked_frames_crop/bbox-1639.jpg,typing,onKeyboard
40,6pm-category-4-clicked_frames_crop/bbox-1661.jpg,typing,onKeyboard
41,6pm-category-4-clicked_frames_crop/bbox-1679.jpg,typing,onKeyboard
42,6pm-category-4-clicked_frames_crop/bbox-1714.jpg,typing,onKeyboard
43,6pm-category-4-clicked_frames_crop/bbox-1770.jpg,typing,onKeyboard
44,6pm-category-4-clicked_frames_crop/bbox-1785.jpg,typing,onKeyboard
45,6pm-category-4-clicked_frames_crop/bbox-1799.jpg,typing,onKeyboard
46,6pm-category-4-clicked_frames_crop/bbox-1827.jpg,typing,onKeyboard
47,6pm-category-4-clicked_frames_crop/bbox-1864.jpg,typing,onKeyboard
48,6pm-category-4-clicked_frames_crop/bbox-1886.jpg,typing,onKeyboard
49,6pm-category-4-clicked_frames_crop/bbox-1902.jpg,typing,onKeyboard
50,6pm-category-4-clicked_frames_crop/bbox-1916.jpg,typing,onKeyboard
51,6pm-category-4-clicked_frames_crop/bbox-1939.jpg,typing,onKeyboard
52,geek-category-1-clicked_frames_crop/bbox-0475.jpg,typing,out
53,geek-category-1-clicked_frames_crop/bbox-0517.jpg,typing,onKeyboard
54,geek-category-1-clicked_frames_crop/bbox-0536.jpg,typing,onKeyboard
55,geek-category-1-clicked_frames_crop/bbox-0551.jpg,typing,onKeyboard
56,geek-category-1-clicked_frames_crop/bbox-0576.jpg,typing,onKeyboard
57,geek-category-1-clicked_frames_crop/bbox-0596.jpg,typing,onKeyboard
58,geek-category-1-clicked_frames_crop/bbox-0622.jpg,typing,onKeyboard
59,geek-category-1-clicked_frames_crop/bbox-0639.jpg,typing,onKeyboard
60,geek-category-1-clicked_frames_crop/bbox-0658.jpg,typing,onKeyboard
61,geek-category-1-clicked_frames_crop/bbox-0673.jpg,typing,onKeyboard
62,geek-category-1-clicked_frames_crop/bbox-0695.jpg,typing,onKeyboard
63,geek-category-1-clicked_frames_crop/bbox-0719.jpg,typing,onKeyboard
64,geek-category-1-clicked_frames_crop/bbox-0741.jpg,typing,onKeyboard
65,geek-category-1-clicked_frames_crop/bbox-0761.jpg,typing,onKeyboard
66,geek-category-1-clicked_frames_crop/bbox-0779.jpg,typing,onKeyboard
67,geek-category-1-clicked_frames_crop/bbox-0796.jpg,typing,onKeyboard
68,geek-category-1-clicked_frames_crop/bbox-0819.jpg,typing,onKeyboard
69,geek-category-1-clicked_frames_crop/bbox-0850.jpg,typing,onKeyboard
70,geek-category-1-clicked_frames_crop/bbox-0902.jpg,typing,onKeyboard
71,geek-category-1-clicked_frames_crop/bbox-0925.jpg,typing,onKeyboard
72,geek-category-1-clicked_frames_crop/bbox-0950.jpg,typing,out
73,geek-category-2-clicked_frames_crop/bbox-0222.jpg,typing,out
74,geek-category-2-clicked_frames_crop/bbox-0320.jpg,typing,out
75,geek-category-2-clicked_frames_crop/bbox-0349.jpg,typing,out
76,geek-category-2-clicked_frames_crop/bbox-0393.jpg,typing,onKeyboard
77,geek-category-2-clicked_frames_crop/bbox-0416.jpg,typing,onKeyboard
78,geek-category-2-clicked_frames_crop/bbox-0491.jpg,typing,onKeyboard
79,geek-category-2-clicked_frames_crop/bbox-0526.jpg,typing,onKeyboard
80,geek-category-2-clicked_frames_crop/bbox-0543.jpg,typing,onKeyboard
81,geek-category-2-clicked_frames_crop/bbox-0582.jpg,typing,onKeyboard
82,geek-category-2-clicked_frames_crop/bbox-0599.jpg,typing,onKeyboard
83,geek-category-2-clicked_frames_crop/bbox-0620.jpg,typing,onKeyboard
84,geek-category-2-clicked_frames_crop/bbox-0636.jpg,typing,onKeyboard
85,geek-category-2-clicked_frames_crop/bbox-0659.jpg,typing,onKeyboard
