,filename,typing_result,touch_location
0,AliExpress-RemoveCart-1-clicked_frames_crop/bbox-1347.jpg,typing,onKeyboard
1,AliExpress-RemoveCart-1-clicked_frames_crop/bbox-1368.jpg,typing,onKeyboard
2,AliExpress-RemoveCart-1-clicked_frames_crop/bbox-1394.jpg,typing,onKeyboard
3,AliExpress-RemoveCart-1-clicked_frames_crop/bbox-1423.jpg,typing,onKeyboard
4,AliExpress-RemoveCart-1-clicked_frames_crop/bbox-1445.jpg,typing,onKeyboard
5,AliExpress-RemoveCart-1-clicked_frames_crop/bbox-1476.jpg,typing,onKeyboard
6,AliExpress-RemoveCart-1-clicked_frames_crop/bbox-1510.jpg,typing,onKeyboard
7,AliExpress-RemoveCart-1-clicked_frames_crop/bbox-1523.jpg,typing,onKeyboard
8,AliExpress-RemoveCart-1-clicked_frames_crop/bbox-1530.jpg,typing,out
9,AliExpress-RemoveCart-1-clicked_frames_crop/bbox-1560.jpg,typing,onKeyboard
10,AliExpress-RemoveCart-1-clicked_frames_crop/bbox-1578.jpg,typing,out
11,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-0776.jpg,typing,onKeyboard
12,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-0808.jpg,typing,onKeyboard
13,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-0823.jpg,typing,onKeyboard
14,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-0842.jpg,typing,onKeyboard
15,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-0873.jpg,typing,onKeyboard
16,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-0899.jpg,typing,onKeyboard
17,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-1154.jpg,typing,onKeyboard
18,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-1188.jpg,typing,onKeyboard
19,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-1203.jpg,typing,onKeyboard
20,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-1224.jpg,typing,onKeyboard
21,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-1249.jpg,typing,onKeyboard
22,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-1287.jpg,typing,onKeyboard
23,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-1324.jpg,typing,onKeyboard
24,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-1356.jpg,typing,onKeyboard
25,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-1379.jpg,typing,onKeyboard
26,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-1409.jpg,typing,onKeyboard
27,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-1433.jpg,typing,onKeyboard
28,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-1479.jpg,typing,onKeyboard
29,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-2207.jpg,typing,out
30,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-2261.jpg,typing,onKeyboard
31,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-2309.jpg,typing,onKeyboard
32,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-2334.jpg,typing,onKeyboard
33,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-2361.jpg,typing,onKeyboard
34,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-2376.jpg,typing,onKeyboard
35,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-2413.jpg,typing,onKeyboard
36,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-2429.jpg,typing,onKeyboard
37,AliExpress-RemoveCart-2-clicked_frames_crop/bbox-2464.jpg,typing,onKeyboard
38,Geek-RemoveCart-1-clicked_frames_crop/bbox-0598.jpg,typing,onKeyboard
39,Geek-RemoveCart-1-clicked_frames_crop/bbox-0626.jpg,typing,onKeyboard
40,Geek-RemoveCart-1-clicked_frames_crop/bbox-1357.jpg,typing,onKeyboard
41,Geek-RemoveCart-1-clicked_frames_crop/bbox-1394.jpg,typing,onKeyboard
42,Geek-RemoveCart-1-clicked_frames_crop/bbox-1474.jpg,typing,onKeyboard
43,Geek-RemoveCart-1-clicked_frames_crop/bbox-1579.jpg,typing,onKeyboard
44,Geek-RemoveCart-1-clicked_frames_crop/bbox-1619.jpg,typing,onKeyboard
45,Geek-RemoveCart-1-clicked_frames_crop/bbox-1652.jpg,typing,onKeyboard
46,Geek-RemoveCart-1-clicked_frames_crop/bbox-1767.jpg,typing,out
47,Geek-RemoveCart-1-clicked_frames_crop/bbox-1873.jpg,typing,onKeyboard
48,Geek-RemoveCart-1-clicked_frames_crop/bbox-1952.jpg,typing,onKeyboard
49,Geek-RemoveCart-1-clicked_frames_crop/bbox-2147.jpg,typing,out
50,Geek-RemoveCart-1-clicked_frames_crop/bbox-2580.jpg,typing,onKeyboard
51,Geek-RemoveCart-1-clicked_frames_crop/bbox-2616.jpg,typing,onKeyboard
52,Geek-RemoveCart-1-clicked_frames_crop/bbox-2650.jpg,typing,onKeyboard
53,Geek-RemoveCart-2-clicked_frames_crop/bbox-0571.jpg,typing,onKeyboard
54,Geek-RemoveCart-2-clicked_frames_crop/bbox-0602.jpg,typing,onKeyboard
55,Geek-RemoveCart-2-clicked_frames_crop/bbox-0629.jpg,typing,onKeyboard
56,Geek-RemoveCart-2-clicked_frames_crop/bbox-0702.jpg,typing,onKeyboard
57,Geek-RemoveCart-2-clicked_frames_crop/bbox-0739.jpg,typing,onKeyboard
58,Geek-RemoveCart-2-clicked_frames_crop/bbox-0766.jpg,typing,onKeyboard
59,Geek-RemoveCart-2-clicked_frames_crop/bbox-0792.jpg,typing,onKeyboard
60,Geek-RemoveCart-2-clicked_frames_crop/bbox-0840.jpg,typing,onKeyboard
61,Geek-RemoveCart-2-clicked_frames_crop/bbox-0879.jpg,typing,onKeyboard
62,Geek-RemoveCart-2-clicked_frames_crop/bbox-0922.jpg,typing,onKeyboard
63,Geek-RemoveCart-2-clicked_frames_crop/bbox-0960.jpg,typing,onKeyboard
64,Geek-RemoveCart-2-clicked_frames_crop/bbox-0991.jpg,typing,onKeyboard
65,Geek-RemoveCart-2-clicked_frames_crop/bbox-1018.jpg,typing,onKeyboard
66,Geek-RemoveCart-2-clicked_frames_crop/bbox-1052.jpg,typing,onKeyboard
67,Geek-RemoveCart-2-clicked_frames_crop/bbox-1094.jpg,typing,onKeyboard
68,Geek-RemoveCart-2-clicked_frames_crop/bbox-1102.jpg,typing,onKeyboard
69,Geek-RemoveCart-2-clicked_frames_crop/bbox-1142.jpg,typing,onKeyboard
70,Geek-RemoveCart-2-clicked_frames_crop/bbox-1189.jpg,typing,onKeyboard
71,Geek-RemoveCart-2-clicked_frames_crop/bbox-1232.jpg,typing,onKeyboard
72,Geek-RemoveCart-2-clicked_frames_crop/bbox-1277.jpg,typing,onKeyboard
73,Geek-RemoveCart-2-clicked_frames_crop/bbox-1310.jpg,typing,onKeyboard
74,Geek-RemoveCart-2-clicked_frames_crop/bbox-1348.jpg,typing,onKeyboard
75,Geek-RemoveCart-2-clicked_frames_crop/bbox-1383.jpg,typing,onKeyboard
76,Geek-RemoveCart-2-clicked_frames_crop/bbox-1420.jpg,typing,onKeyboard
77,Geek-RemoveCart-2-clicked_frames_crop/bbox-1543.jpg,typing,onKeyboard
78,Geek-RemoveCart-2-clicked_frames_crop/bbox-1582.jpg,typing,onKeyboard
79,Geek-RemoveCart-2-clicked_frames_crop/bbox-1622.jpg,typing,onKeyboard
80,Geek-RemoveCart-2-clicked_frames_crop/bbox-1654.jpg,typing,onKeyboard
81,Geek-RemoveCart-2-clicked_frames_crop/bbox-1702.jpg,typing,onKeyboard
82,Geek-RemoveCart-2-clicked_frames_crop/bbox-1730.jpg,typing,onKeyboard
83,Geek-RemoveCart-2-clicked_frames_crop/bbox-1783.jpg,typing,out
84,Geek-RemoveCart-2-clicked_frames_crop/bbox-1835.jpg,typing,onKeyboard
85,Geek-RemoveCart-2-clicked_frames_crop/bbox-1880.jpg,typing,onKeyboard
86,Geek-RemoveCart-2-clicked_frames_crop/bbox-1913.jpg,typing,onKeyboard
87,Geek-RemoveCart-2-clicked_frames_crop/bbox-1954.jpg,typing,onKeyboard
88,Geek-RemoveCart-2-clicked_frames_crop/bbox-1987.jpg,typing,onKeyboard
89,Geek-RemoveCart-2-clicked_frames_crop/bbox-2021.jpg,typing,onKeyboard
90,Geek-RemoveCart-2-clicked_frames_crop/bbox-2058.jpg,typing,onKeyboard
91,Geek-RemoveCart-2-clicked_frames_crop/bbox-2093.jpg,typing,onKeyboard
92,Geek-RemoveCart-2-clicked_frames_crop/bbox-2122.jpg,typing,onKeyboard
93,Geek-RemoveCart-2-clicked_frames_crop/bbox-2601.jpg,typing,onKeyboard
94,Geek-RemoveCart-2-clicked_frames_crop/bbox-2631.jpg,typing,onKeyboard
95,ebay-removecart-1-clicked_frames_crop/bbox-0652.jpg,typing,onKeyboard
96,ebay-removecart-1-clicked_frames_crop/bbox-0661.jpg,typing,onKeyboard
97,ebay-removecart-1-clicked_frames_crop/bbox-0673.jpg,typing,onKeyboard
98,ebay-removecart-1-clicked_frames_crop/bbox-0685.jpg,typing,onKeyboard
99,ebay-removecart-1-clicked_frames_crop/bbox-0705.jpg,typing,onKeyboard
100,ebay-removecart-1-clicked_frames_crop/bbox-0719.jpg,typing,onKeyboard
101,ebay-removecart-1-clicked_frames_crop/bbox-0734.jpg,typing,onKeyboard
102,ebay-removecart-1-clicked_frames_crop/bbox-0750.jpg,typing,onKeyboard
103,ebay-removecart-1-clicked_frames_crop/bbox-0765.jpg,typing,onKeyboard
104,ebay-removecart-1-clicked_frames_crop/bbox-0782.jpg,typing,onKeyboard
